2
mFP: 54.61
mT5D: 72.63
       Corruption        FP       T5D
0      brightness  0.020589  0.804693
1  gaussian_noise  0.100458  3.350060
2     motion_blur  0.035996  1.193016
3          rotate  0.045201  1.703209
4           scale  0.087962  2.652709
5      shot_noise  0.123335  3.874379
6            snow  0.047095  1.435983
7            tilt  0.028059  1.120659
8       translate  0.034714  1.416414
9       zoom_blur  0.030802  0.952570
