2
mFP: 257.22
mT5D: 178.26
       Corruption        FP       T5D
0      brightness  0.208297  3.766590
1  gaussian_noise  0.460096  7.449010
2     motion_blur  0.123038  2.371852
3          rotate  0.206101  3.896655
4           scale  0.447177  7.228488
5      shot_noise  0.501247  8.021636
6            snow  0.131627  2.604623
7            tilt  0.129743  2.628069
8       translate  0.178003  3.463359
9       zoom_blur  0.088937  1.830776
