2
mFP: 985.17
mT5D: 554.56
       Corruption        FP        T5D
0      brightness  0.741320  11.141081
1  gaussian_noise  0.740315  11.126810
2     motion_blur  0.712854  10.747465
3          rotate  0.740190  11.128875
4           scale  0.747490  11.192283
5      shot_noise  0.741620  11.143532
6            snow  0.736819  11.123077
7            tilt  0.739392  11.123062
8       translate  0.740195  11.130026
9       zoom_blur  0.736145  11.086252
