2
mFP: 60.13
mT5D: 85.52
       Corruption        FP       T5D
0      brightness  0.023365  0.979567
1  gaussian_noise  0.105508  3.650890
2     motion_blur  0.042768  1.459826
3          rotate  0.052201  2.075299
4           scale  0.091855  2.939287
5      shot_noise  0.119601  3.993058
6            snow  0.046133  1.701371
7            tilt  0.032791  1.410133
8       translate  0.037862  1.621977
9       zoom_blur  0.037777  1.253396
