,Corruption,FP,T5D
0,brightness,0.01867199999999957,1.158223333333299
1,gaussian_noise,0.08951466666666938,3.910775333333273
2,motion_blur,0.032985333333332874,1.445375999999953
3,rotate,0.04266599999999997,2.088106666666639
4,scale,0.06880800000000237,2.6925733333333266
5,shot_noise,0.09719800000000368,4.166489333333312
6,snow,0.03816199999999944,2.494504666666599
7,tilt,0.02836999999999987,1.5391266666666241
8,translate,0.031711000000000315,1.7028900000000002
9,zoom_blur,0.03066399999999715,1.3979806666666088
