2
mFP: 30.09
mT5D: 52.11
       Corruption        FP       T5D
0      brightness  0.011985  0.582163
1  gaussian_noise  0.059810  2.516752
2     motion_blur  0.019082  0.856341
3          rotate  0.027047  1.249209
4           scale  0.043543  1.795090
5      shot_noise  0.064887  2.640666
6            snow  0.024459  1.033979
7            tilt  0.017643  0.892345
8       translate  0.016752  0.872165
9       zoom_blur  0.016901  0.719429
