2
mFP: 32.06
mT5D: 58.73
       Corruption        FP       T5D
0      brightness  0.011581  0.610954
1  gaussian_noise  0.063975  2.664219
2     motion_blur  0.022042  1.000329
3          rotate  0.026047  1.377629
4           scale  0.041831  1.947225
5      shot_noise  0.080167  3.126481
6            snow  0.028085  1.236089
7            tilt  0.017261  1.018237
8       translate  0.017177  0.977747
9       zoom_blur  0.019681  0.843248
