,Corruption,FP,T5D
0,brightness,0.0796253333333563,1.39316599999997
1,gaussian_noise,0.10618400000000239,1.8373319999999806
2,motion_blur,0.04246466666666765,0.7786006666666266
3,rotate,0.19447666666665595,2.9925239999999746
4,scale,0.2877826666666574,3.8184446666666134
5,shot_noise,0.15873266666666994,2.621029999999983
6,snow,0.049282666666666294,0.9678986666666451
7,tilt,0.09698000000000512,1.6033886666666304
8,translate,0.18431600000000806,2.8148575000000067
9,zoom_blur,0.030928666666660738,0.574421333333297
