2
mFP: 33.14
mT5D: 75.63
       Corruption        FP       T5D
0      brightness  0.014486  0.932388
1  gaussian_noise  0.058196  4.088485
2     motion_blur  0.019917  1.010113
3          rotate  0.030299  1.617626
4           scale  0.045864  2.078843
5      shot_noise  0.064794  4.115055
6            snow  0.024199  1.807124
7            tilt  0.020504  1.190277
8       translate  0.023280  1.336753
9       zoom_blur  0.018747  1.057173
