2
mFP: 39.63
mT5D: 27.58
       Corruption        FP       T5D
0      brightness  0.070088  1.200281
1  gaussian_noise  0.020965  0.421611
2     motion_blur  0.006473  0.146989
3          rotate  0.028703  0.614263
4           scale  0.092594  1.643621
5      shot_noise  0.025943  0.517821
6            snow  0.007958  0.184975
7            tilt  0.016037  0.337403
8       translate  0.024754  0.540090
9       zoom_blur  0.005321  0.123769
