2
mFP: 50.36
mT5D: 80.95
       Corruption        FP       T5D
0      brightness  0.019294  0.952250
1  gaussian_noise  0.090491  3.463386
2     motion_blur  0.035656  1.306971
3          rotate  0.045533  1.871439
4           scale  0.072285  2.466557
5      shot_noise  0.098148  3.638189
6            snow  0.037359  2.143655
7            tilt  0.029393  1.341662
8       translate  0.032441  1.450009
9       zoom_blur  0.030750  1.134331
