2
mFP: 92.38
mT5D: 87.36
       Corruption        FP       T5D
0      brightness  0.043768  1.152351
1  gaussian_noise  0.135441  3.251002
2     motion_blur  0.057145  1.385210
3          rotate  0.086307  2.171995
4           scale  0.153073  3.291468
5      shot_noise  0.179029  4.082487
6            snow  0.063464  1.539893
7            tilt  0.048039  1.319568
8       translate  0.078941  2.103438
9       zoom_blur  0.046355  1.134665
