2
mFP: 69.78
mT5D: 71.18
       Corruption        FP       T5D
0      brightness  0.027359  0.791311
1  gaussian_noise  0.132693  3.321630
2     motion_blur  0.044497  1.172599
3          rotate  0.052601  1.518549
4           scale  0.117417  2.685217
5      shot_noise  0.160895  3.847845
6            snow  0.059687  1.477746
7            tilt  0.033167  1.013462
8       translate  0.039128  1.205498
9       zoom_blur  0.045155  1.094297
