2
mFP: 65.64
mT5D: 109.39
       Corruption        FP       T5D
0      brightness  0.023169  1.229614
1  gaussian_noise  0.109024  4.490525
2     motion_blur  0.048723  1.908547
3          rotate  0.054827  2.629452
4           scale  0.084971  3.370225
5      shot_noise  0.124403  4.825331
6            snow  0.075063  2.576932
7            tilt  0.035253  1.873515
8       translate  0.041578  2.168155
9       zoom_blur  0.038663  1.519976
