2
mFP: 51.83
mT5D: 84.66
       Corruption        FP       T5D
0      brightness  0.019097  0.931641
1  gaussian_noise  0.082739  3.340609
2     motion_blur  0.039151  1.514608
3          rotate  0.042941  2.012571
4           scale  0.067416  2.595305
5      shot_noise  0.099564  3.810759
6            snow  0.055097  2.139991
7            tilt  0.027621  1.395512
8       translate  0.032613  1.619591
9       zoom_blur  0.032488  1.203514
