,Corruption,FP,T5D
0,brightness,0.06987200000002232,2.2358446666666127
1,gaussian_noise,0.02896066666666627,1.1507126666666068
2,motion_blur,0.011298666666666861,0.4376553333333383
3,rotate,0.05647533333333208,2.1437859999999307
4,scale,0.10686533333332851,3.977265999999975
5,shot_noise,0.04471733333333404,1.6669786666666302
6,snow,0.01605733333333384,0.5521773333333203
7,tilt,0.02806999999999912,1.1283366666666272
8,translate,0.0562130000000021,2.056357499999998
9,zoom_blur,0.009829333333333648,0.3883173333333365
