,Corruption,FP,T5D
0,brightness,0.03066399999999604,1.0703339999999582
1,gaussian_noise,0.12540600000000776,3.7644173333333297
2,motion_blur,0.039515999999999905,1.2643853333333055
3,rotate,0.06061199999999985,2.140170666666616
4,scale,0.1109533333333361,3.5578426666665943
5,shot_noise,0.15132533333333745,4.273432000000007
6,snow,0.043420666666665886,1.404703333333297
7,tilt,0.035002666666666724,1.3590666666666325
8,translate,0.04874300000000088,1.847630500000007
9,zoom_blur,0.038114000000000946,1.1455493333333033
