,Corruption,FP,T5D
0,brightness,0.9190513333330672,13.511255333332816
1,gaussian_noise,0.8221700000001024,12.127017999999781
2,motion_blur,0.662155333333293,9.930302000000067
3,rotate,0.845014666666476,12.427460666666263
4,scale,0.9094659999997143,13.363283999999462
5,shot_noise,0.8526840000001459,12.551631333333066
6,snow,0.6733246666666047,10.11593999999995
7,tilt,0.7998613333332194,11.815641333333039
8,translate,0.8247909999998936,12.152755499999987
9,zoom_blur,0.7571806666665988,11.235167999999817
