,Corruption,FP,T5D
0,brightness,0.034065999999999104,1.0542919999999676
1,gaussian_noise,0.10611066666666925,3.086653333333292
2,motion_blur,0.05269333333333441,1.4509659999999716
3,rotate,0.07710600000000199,2.261334666666624
4,scale,0.1268100000000041,3.1565326666666302
5,shot_noise,0.12781000000000556,3.546360000000008
6,snow,0.06712066666666647,1.7518339999999617
7,tilt,0.04778200000000019,1.5198333333332945
8,translate,0.060899500000001335,1.9196289999999945
9,zoom_blur,0.04464133333333617,1.2388386666666542
